CASOS DE PRUEBA PARA LA GENERACIÓN DE CÓDIGOS DE CONTROL VER.7.0												
												
												
#	NRO. AUTORIZACION	NRO. FACTURA	NIT/CI	FECHA	MONTO	LLAVE		5 VERHOEFF	CADENA	SUMATORIA PRODUCTO	BASE64	CODIGO CONTROL
81	2904003477541	75098	0	2008/11/27	"88,417.00"	7kFF-w@k+%-bJV-rWWsS3dpenD5VrZC2e8B@Z)yspJjQU]BVD}t9afVtxIigFAkQ	64	42980	29040034775417kFF-7509852w@k047+%-bJV-rWW2008112728sS3dpenD58841745V	"21,999,186"	1JwvI	45-68-52-7C-60
82	4004002912008	88891	1920378	2008/11/29	"99,122.00"	=F9MwF*nrj5$2P-g(Dqd3e#fn4C6\qXacsmZD9)q}y#P%[e8cHzAb#*ZGJQv#H8C	64	54741	4004002912008=F9MwF8889112*nrj5192037881$2P-g(Dq2008112936d3e#f9912211n4	"16,512,850"	+/TI	F7-CE-A8-20
83	7004006035587	23984	1970794	2007/06/02	"71,553.00"	3Rgv=T4gjs9]}]paR+%4Qvsm6ut4-VpzEYp2*VPYJBt%S32ppypS{WG75IytxrQw	64	22407	70040060355873Rg2398432v=T1970794174gjs92007060270]7155391}]paR+%4	"22,297,302"	1L3hM	88-74-12-79-2D
84	1904007377274	918336	1970834	2008/06/24	"30,455.00"	_i{r2rwsJtbQU+*#(GrWtg6nET)muq$_HiYp3r8YxehCcgdE}zCmLTh5{*LuRtiZ	64	43531	1904007377274_i{r291833673rwsJ197083472tbQU+*2008062436#(Gr3045531Wt	"16,816,912"	109iG	8D-98-1D-D2-4D
85	6004001198832	662559	1971488	2007/01/20	"35,634.00"	)8GBG6tjDbm2#L*$[Tyux})K_[FZf6N7j*w*TYXsmHBhS{aI[e#W%IGw%UivA@qv	64	39660	6004001198832)8GB66255986G6tjDbm2#L197148875*$[Tyux2007012020})K_[FZ3563464f	"25,172,061"	1W1XT	B1-BF-96-42-0C
86	2904008074731	95716	1973166	2007/09/07	"33,423.00"	DS}hvv)[ftNGHWEWCCkG8p)$-*GcygIp+I%T3f3+xtQ3WPXhT(\F%G*5BC5cM7fS	64	01831	2904008074731D9571613S}197316633hvv)[ftNG2007090753HWEW3342332CC	"26,072,758"	1ZTQs	DA-61-40-AA-ED
87	3904003998473	392916	1975690	2007/09/09	"65,194.00"	P}usv7MsxY}MLw)J@@2gndSTKuEv6-FVD\$4byHc*c76Esr-}Z{4(2ghr-Xz}Z6]	64	39603	3904003998473P}us39291653v7MsxY}MLw197569032)J@@2gn2007090996d6519489STKu	"24,408,456"	1T768	1D-0A-85-20-FA
88	5004006752404	626264	1975861	2008/02/20	"93,291.00"	etp(fcIWMBera$V7eqN$[N$XsUdkvmutuTC+jVBjMeg_S)@]g]pg)_PG8CZKA{9%	64	67068	5004006752404etp(fcI62626421WMBera$V19758613772008022016eqN$[N$9329181XsUdkvmut	"25,369,630"	1WnmU	03-85-CC-F8-72
89	800400261688	611444	1977465	2008/11/07	"59,966.00"	qPDyE[PMHQxXgrSA)H7iMwgXrTV-eZ$kN[xXY4]}gLyUZNpZJ3k-qCyQrgnsSK)d	64	29328	800400261688qPD61144436yE[PMHQxXg197746565rSA)2008110777H7i5996696MwgXrTV-e	"16,999,672"	10sJu	22-B5-A4-44-21
90	5004002235190	518033	1980446	2007/09/12	"85,223.00"	QC@%y$tKh-Zrh8BmD@\P+aMDP(K5vu+N]Yqq[ZJkTk}2T%G3rnfQ+B5n@J4cregb	64	37380	5004002235190QC@%51803353y$tKh-Zr198044664h8Bm2007091211D@\P+aMDP8522386(	"25,421,496"	1W+Qu	EA-79-80-A7-A4
91	2904001002154	325274	1980736	2007/12/07	"52,549.00"	Hej}PEYaE%bzUf#(][rsCj$y6rtMb_RWfMh#cJjHka3V4dTaU%zb5bBMFLHz5y)t	64	46359	2904001002154Hej}P32527464EYaE%bz198073674Uf#(2007120789][rsCj5254996$y6rtMb_RW	"14,596,421"	thb5	FC-25-9D-EF
92	1904002806248	333953	1980847	2007/10/02	"65,261.02"	*SfPv]}G%NkL(qgzUPi}FjBff(99R$h\-{7fCR$=K}BD%czAdvJe$zsQGnV6)dG(	64	09703	1904002806248*33395328SfPv]}G%Nk198084761L(qgzUPi2007100291}6526103FjBf	"33,570,031"	203pl	84-C2-C4-FD-30
93	7004009612162	654920	0	2007/08/09	"32,900.90"	gs#db{mhsjIyRAynp+n3h+9$rCvkPr4LHwKmQjUQ(Pp}S_t]DX@HAYVH=g9zkp#-	64	80752	7004009612162gs#db{mhs65492060j047IyRAynp+2007080903n3h+9$3290181rCv	"21,873,396"	1JSBq	E4-4E-D4-7C-BA
94	1004002368985	648142	1982059	2008/11/09	"22,316.00"	scVgMjmLe9zmyE%T*6C}e6fqg8m_(X3w+ND9SFH(JZd4v]8ISGFE@x%Ii\YA2p3P	64	69913	1004002368985scVgMjm64814246Le9zmyE%T*1982059066C}e6fqg8m2008110966_(2231637X3w+	"18,792,668"	17i3S	31-B6-56-6D-F4
95	600400986979	956481	1982283	2007/12/03	"80,053.00"	=7H77DfaF(N_CjKdt[wqLv6N})}x}xva4_wj8@niI{z%tijm3bxIF((z{D=3[K[H	64	60907	600400986979=7H77Df95648137a198228368F(N_CjKdt[2007120325w8005348qLv6N})}	"34,981,801"	25SUf	C2-B3-E2-B9-8B
96	7004003118675	78714	1982321	2007/05/04	"61,942.00"	R}I_Tyc7r$whSW7)dWpxHXJzGei{%zjD8Vr$(t-7+kSBIPm*#Y7Lj))fb*=Rg7Ix	64	84699	7004003118675R}I_Tyc7r7871420$whSW1982321147)dWpxH2007050444XJzGei{%zj6194250D8Vr$(t-7+	"13,295,310"	ojxE	4E-5D-09-11
97	7904003696936	562564	1982373	2008/11/04	"86,561.00"	)J%kdFhM\Br-r]ENQh#LBaLA8Y*%}xdTCMAU@DA5-C)eA]MvIupsVCZ}ryiZ{7nB	64	54557	7904003696936)J%kdF56256433hM\Br198237310-r]ENQ2008110490h#LBaL8656198A8Y*%}xd	"13,795,933"	qe9T	19-2B-CE-EF
98	2004005273934	862048	1982547	2008/02/26	"8,619.00"	JhjI]mxKr9sVFvaGAUfHVQQ=4aQ6+)XMcdpVrQfsmC\@s)yKBwwK_WWL3_MvbEeD	64	61986	2004005273934JhjI]mx86204819Kr1982547869sVFvaGAUf2008022643HVQQ=4aQ6861936+)XMcdp	"17,786,023"	13sId	D4-8C-98-8E-92
99	7004004487551	977281	1982575	2008/04/02	"77,861.00"	P@tSbg_b9bIsq#M[S_ng$BBHfJq]GHdN5RSsX-2CFCr})6$8{Y\{x[$=ISMrxVyC	64	20918	7004004487551P@t97728140S198257588bg_b9bIsq#2008040212M[7786109S_ng$BBHf	"29,274,028"	1lg+i	87-43-87-E7-3C
100	3904003964031	118636	1982635	2008/03/17	"89,294.00"	uWDrx$3Arrc[wJgSSDv4%Ba7DuN9vd}hNgD{sK8t24q5w{)Y6CY8wSE-AZybb%r$	64	56688	3904003964031uWDrx$118636373Arrc[w198263579JgSSDv42008031712%Ba7DuN9v8929409d}hNgD{sK	"12,817,220"	mvD4	99-FB-94-87
101	3904003646710	230445	1982863	2008/12/14	"25,807.00"	yeUD)SbN)4XGu4}{nR6T6vW_{fRV{G#(mwSWj43Kw%4hi-g(kdvLtqVt5tg*gPCb	64	75718	3904003646710yeUD)SbN23044583)4XGu4198286332}{nR6T6v2008121423W_2580727{fRV{G#(m	"18,361,186"	162jY	02-CF-07-5C-FE
102	7004007532334	603652	1982939	2007/08/05	"4,931.00"	FTN8]mk}vf45sn(IgqZ_GBRCvdvn)m#vH_kp[PkBJ7xIXVfsCHp*XU9[)3vzIZr{	64	91992	7004007532334FTN8]mk}vf6036529245198293997sn(IgqZ_GB2007080575RCvdvn)m#v493149H_k	"19,654,707"	1A+Wp	F5-31-D1-63-2B
103	6004005704107	37650	1987071	2007/03/01	"55,077.51"	=xMTD3SH2QdzEGxrNh$Q(K)DcD%9I{zwzWUMvhuHUU9_qZaqzq__RW}Q[JaU}B$z	64	84585	6004005704107=xMTD3SH23765053QdzEG198707111xrNh$Q2007030119(K)DcD%9I5507896{zwzWU	"13,411,602"	pAKI	08-D0-CF-76
104	2904004956914	31103	1989341	2007/02/16	"86,875.49"	#eM9]X5PI9at7g*+t)f=FT(zBpsI7GecSb@TYwhqarS=s[BgF(PIXvh$D}Q\mizi	64	18397	2904004956914#e3110308M9]X5PI9a198934119t7g*2007021622+t)f=FT(zB8687512psI7GecS	"18,266,225"	15hXn	3B-4B-A2-17-F9
105	4004004504264	52508	1990746	2008/01/01	"27,009.00"	aDf-p-K%QQc@Zc]8ZdWQT5PRJ3AWQ$Kjtuw}8rt-Lp{ycfqI7$yXgittEpN}=eh3	64	41476	4004004504264aDf-p5250841-K199074627%QQc@2008010171Zc]8ZdWQ2700942T5PRJ3A	"16,806,861"	107FD	74-AC-E0-9F-48
106	4004002880199	728406	1992102	2007/02/23	"98,206.00"	GM3)BuKp7ys9uv2%a@GeIx=7ydZKE*Vq8_JThs@]mu9]8ds3cu+}#+A$xaANeqNC	64	18815	4004002880199GM728406533)BuKp7ys1992102719uv2%a@Ge2007022324Ix9820640=7ydZK	"20,953,504"	1FxcW	41-CF-60-18-CC
107	4004003501826	748829	1993268	2008/04/07	"77,484.00"	W@R{@@%7-mQeRareZPbnKA9T9ia}QWB=NfakGBt[LjXIGk6hK2%\x-[dh*-PV9_D	64	13907	4004003501826W@74882937R{@@199326885%7-mQeRare2008040784Z7748400PbnKA9T9	"27,326,597"	1eFY5	69-36-D0-BC-F2
108	3904004614862	244546	0	2007/10/01	"51,977.00"	(E$gCLKS*6)bg#j-}XTPVq9p4QjbG[%%U}@KNSDwf\u$X*fin#zp4n}-cf2REIRE	64	42118	3904004614862(E$gC24454697LKS047*62007100178)b5197733g#j-}XTPV	"17,332,859"	127fx	5C-69-0A-5F-D1
109	600400357198	386817	1993803	2008/02/07	"69,113.49"	7UcT9CDtr{4qw7Ryq6NU8(a5WIrMqJbHhe)]ZZZ_Z6[HAwxZP%WbWD=bkDpxUn[I	64	31589	6004003571987UcT386817219C199380377Dtr{4q2008020771w7Ryq6NU86911390(a5WIrMqJb	"17,971,695"	14Zdl	E3-07-0F-DF-BB
110	1904003621975	61971	1994278	2007/10/20	"5,279.00"	i($_-bk$]d4QtVFqFia=%bA@QLDLz)fbXR2Ktkf5L5UST\y+kiF4-Dx[BAEqRBYR	64	16475	1904003621975i(6197111$_-bk$]199427807d4QtV2007102088FqFia=%b527922A@QLDL	"15,901,053"	yg5z	3C-D2-78-4B
111	1904002523663	684929	1994371	2008/05/01	"99,146.00"	#Ge_pGWDzJWLZF7Ud([GM5eSm}ICCNXK2VF#s#)ZN%@I9xh=]4Z}ueVZCx4yc+Vz	64	69853	1904002523663#Ge_pGW68492914DzJWLZF7Ud199437150([GM5eSm}2008050141ICCNXK99146352VF#	"14,324,751"	sfGF	A4-39-1B-C0
112	800400716846	799816	1999911	2007/01/11	"3,122.00"	$4{pfH62(SmfXmL\9_73eW{UUd@G4Yj)+X6TASnHzED\szIqF58PX$_Rf]#hpp-q	64	96584	800400716846$4{pfH62(S79981691mfXmL\9199991129_73eW{2007011119UUd@G4Yj)312248+X6TA	"13,420,621"	pCXD	85-C6-A1-C8
113	7004006708849	878531	1999926	2008/01/24	"95,527.00"	H-6I3GGD3hh7dZVbHQR_]x%d)g#5fpsYfIL9dmA]_7@S\4A7%8i*L{V6X_Mg#-jg	64	80468	7004006708849H-6I3GGD387853197h199992611h7dZV2008012496bHQR_]x9552735%d)g#5fps	"25,116,570"	1Vp+Q	BE-AB-35-9E-DF
114	200400215810	205276	2008310	2008/01/18	"85,581.00"	5V%Wn%xXy}iM$uiuR{s)WqRktA6dmG2@aaP@z9$}*QhXPf@]r_-mFGGwc4[JFxWI	64	35393	2004002158105V%W20527658n%xXy}200831053iM$u2008011880iuR{s)WqRk8558155tA6d	"15,288,329"	wKW9	9E-28-7C-84
115	2904001120378	84361	2013734	2007/10/31	"15,480.00"	]#YaIMf=dS9LN#*}bTTEiCmdLVk6YFc-%kTPwIcVEYvQKmFZ{qLqhyXGJ4epZ4tb	64	19819	2904001120378]#8436193YaIMf=dS9L201373491N#*}bTTEi2007103106Cm1548012dLVk6YFc-%	"21,524,097"	1I6w1	59-2E-89-A4-7D
116	7904007949220	620472	2014101	2007/04/28	"27,215.00"	Mabd8iiF{erK(hmQt=WDjj](UP7dU__GID7Y9zcUtW{KVw}\#Q}HwGSpyh3aaaUC	64	50625	7904007949220Mabd8i62047216i201410154F{erK(h2007042837mQt2721547=WDjj]	"23,005,294"	1NmXk	FB-11-44-22-3A
117	2904002809908	353832	2014269	2008/10/18	"15,138.00"	YtUM*aA{8pw}GtL*#CYm]-FhYCs]nvtA]enk5mc6(cPCM${QUv_MyRt(#6FXF+53	64	76285	2904002809908YtUM*aA{353832008pw}GtL201426956*#C2008101825Ym]-FhYCs1513848]nvtA]	"15,151,802"	vpAw	60-AA-FF-CB
118	1904003656116	543940	2014270	2007/06/22	"30,563.49"	(rpxxF#A-+)hGV6U$xh=4IXf7@)(Uiw*\3apZkZiqtmU=IF2yuFiavN]rckBxi[-	64	59377	1904003656116(rpxxF54394095#A-+)hGV6U201427039$xh=20070622334IXf7@)(3056336Uiw*\3ap	"13,934,404"	r9z4	78-5C-00-C5
119	4004001403277	873757	2014958	2007/11/26	"96,860.00"	R(hfnrr*K=bY$vdPNLgSW93By-2wH5d67VI9sgj[quX$q]HdM7cLh@39vhM#vD(Q	64	62408	4004001403277R(hfnrr87375753*K=201495882bY$vd2007112668P9686009NLgSW93By	"25,075,325"	1Vfvz	9B-CC-1F-FE-98
120	2004007062921	525648	2015972	2008/04/16	"25,902.00"	G}%$P73Jn4}c3y4eD*}c{WtYI-X}k]\WYK5zSiIpBr5Lkxr\BEGa5$eX+V[[%3p6	64	59501	2004007062921G}%$P7525648533Jn4}c3y4e201597215D*}c{W2008041693t2590210YI	"27,371,490"	1eQVY	8E-73-CA-DB-25
121	8004002222092	294076	2016983	2008/01/08	"4,173.00"	xi(NXf$@WcCYHH8HB6asp$YFsXy7Hbgs=fG2SEGZ=-J$H4AeuX[{bbgY\mSn2crI	64	20109	8004002222092xi(29407648N201698389Xf2008010866$417337@WcCYHH8HB	"32,255,632"	1x2wG	D6-B4-CB-A3-89
122	1004003407409	429123	2017539	2008/02/11	"37,579.00"	q}{tp#\guV(r\s}8A=CgnSr(r(HrejPybpAgyb3K=#LSP}iy4E_6[5BQ*CTDXNPE	64	05748	1004003407409q42912337}{tp#\201753963guV(r\s}20080211058A=Cg3757944nSr(r(Hre	"25,002,031"	1VO0l	3A-D1-0F-2A-40
123	1004009559076	212811	2017735	2008/07/06	"14,423.25"	R{qX[{NJnt39vWmX9MzctFyRX)*cAZ][tsi*@GLw4+K9h4uWY=Y[{[Px*Z[2UICQ	64	26309	1004009559076R{q21281124X[{NJnt20177355939vW2008070607m1442386X9MzctFyRX	"27,981,632"	1glT0	CB-AB-98-0A-48
124	3004005212152	233781	2018270	2008/02/07	"17,564.00"	MM}*y=8(I-]Z+)FJ96}2UiMwN$@[(Hat7yP=dC-g9a[$JkTZPPfmBZbhI{tm5ghN	64	64434	3004005212152MM}*y=823378149(I-]Z201827078+)FJ920080207716}2U1756423iMwN$	"14,669,049"	tzJv	9A-5B-57-E9
125	3004004081216	6817	2018555	2008/06/18	"26,722.00"	jWzCH3JDJY5[-A{Cwg\Ew7B=ci_Z}(X6HUaZu8(u4}9_Sz%cUWix+Vg7$rjD(qHY	64	24429	3004004081216jWz681703CH3JD201855576JY5[-2008061841A{C2672202wg\Ew7B=ci	"16,222,394"	zuYw	1B-6B-38-27
126	6004004718957	93302	2019087	2007/01/20	"39,660.00"	*7AF+eqQWxs$WnaV=(z4Da6WWqXJ+P+VXu4Rb*JJwL-}D8+vXedKcaBHveXm+av=	64	24860	6004004718957*7A9330298F+eqQ201908798Wxs$WnaV=2007012020(z4Da6W3966027W	"23,915,164"	1REgS	37-7F-55-ED-9D
127	3004003294816	397508	0	2007/02/02	"32,257.00"	Fn4qS##qL2-DV%KZB4q%LZUnpVI#}Iqi}@Re7@R{snMGyBzXY3Psctu=3KcN6cJI	64	45679	3004003294816Fn4qS39750870##qL2-047DV%KZB42007020257q%LZUnpV3225791I#}Iqi}@Re	"11,509,505"	hvy1	55-1C-61-D5
128	1904003221183	11343	2020486	2007/06/08	"47,763.00"	BNS\+f9QHQ-(WJC-suhyQaRC45vzHGv%{eH#3sxT(TRK7_D@%u9Rs+_DR7z3w=NB	64	85910	1904003221183BNS\+f9QH1134399Q-(WJC202048610-suhyQaRC420070608925v4776378z	"26,957,256"	1crN8	11-D8-7E-49-2C
129	1004003288561	926147	2020688	2008/08/25	"92,046.00"	mMSc-yc{a_9eh=Ww9vgb*8FDnGX=v=54sx[$PpRWkP4ady-$Sj+v[9aJayNkjf$C	64	91925	1004003288561mMSc-yc{a_926147639e202068851h=Ww9vgb*82008082590FDn9204662GX=v=5	"20,135,147"	1Cpph	C3-CD-65-FA-94
130	3004009100940	963975	2022043	2008/02/03	"36,826.00"	7aUe4zVFe+Veg7ifrkuH2M8ISgC$Ukk9sprJ=C+gaR)kR=)wU5A%+ZPX2eaWU@LF	64	49316	30040091009407aUe496397565zVFe+Veg7i202204393frku2008020319H23682600M8ISgC$	"18,012,243"	14jXJ	02-2C-74-46-5A
131	1004001952963	177234	2022581	2007/06/20	"6,855.90"	EqM{eIm3-jfh@d]ru]nzsHFM9Gz}mq(5ZCgsmDTRUi-DM+$iws%)ZKtM)6_B_a6Q	64	78110	1004001952963EqM{eIm317723474-jfh@d]ru202258191]n2007062061zs685617H	"28,780,457"	1joUf	EE-BA-76-5F-FC
132	4004004693296	986788	2026008	2007/01/31	"58,130.00"	#fV#a5I{d_HSu[+yXxSZ]P*Bh_gUDk=4XKGv*D{EFpYHYxj\P-][SUZVW}Imp4$[	64	63928	4004004693296#fV#a5I98678841{d_H202600889Su[+yXxSZ]2007013159P*B5813086h_gUDk=4X	"16,196,765"	zoIT	95-C9-79-43
133	4004004230553	32132	2040664	2008/01/29	"91,849.00"	=r\k]a6bL*r)]puDeeC{{8@pL*kY55SA5v}v)@t{*jPG\gvVIsT$n[T9Zk4$dVjQ	64	92616	4004004230553=r\k]a6bL*3213218r)]204066458puDeeC{2008012960{89184994@pL*kY5	"17,855,173"	147B5	E3-54-64-2F-2B
134	4004006090822	592582	2041100	2008/07/20	"61,991.80"	7P9ZB{nu4cb$Vr}uHcQ%sTULJQG[%m}*tQBc_KmVj]hXnZ9*+#iLC\rQnNR8gidv	64	22038	40040060908227P959258201ZB{204110057n2008072090u4cb6199200$Vr}uHcQ%	"24,661,000"	1U4m8	E0-1D-BD-A3-7A
135	2904008585985	734863	2041168	2008/07/04	"5,015.00"	Sc8r%yk@vC+i@YMqU*Ch6XwBWnn+MKJe9B84zPuVR3c(f9Z5aWX*E*HxAvbJ3#d#	64	18817	2904008585985Sc734863558r%yk@vC+204116819i@YMqU*Ch20080704126X501560wBWnn+MK	"20,981,582"	1G2TE	60-69-11-4D-C1
136	190400799760	874443	2041762	2008/12/08	"12,990.00"	#-Tmn$#Z@KuT}DDJv7$x#IMmPvJp5+5BpWv7=UQDd56rE@=T@8#uGWkCkkKqy-in	64	53148	190400799760#-Tmn$87444389#Z@K204176224uT2008120862}DDJv12990377$x#IMmPv	"16,858,340"	10Jpa	75-68-37-50-42
137	3004009083498	322935	0	2007/02/21	"61,933.00"	Gtnqimhxvq+-ryc=W}sn9X7*A=P@sdrufcP@z_f8#EaFmFcuc7gYcscPe]pKAIaJ	64	75544	3004009083498Gtnqimhx32293521vq+-ry047c=W}sn20070221369X7*A6193326=P@sd	"12,189,696"	kW00	B2-73-00-68
138	3004001946111	430747	2045625	2007/05/01	"8,015.00"	rbk([hFtFXC{M7[+in9#jTKqA+ZmJ$5]Zy=}pQrsQwqFa6KDVZ43fRh*L6aCdImn	64	39360	3004001946111rbk(43074786[hFtFXC{M7204562511[+in20070501629#jTKqA801546+	"24,646,675"	1U1GJ	D4-A6-4A-43-AA
139	2004004458228	519409	2047377	2008/05/15	"71,915.00"	}\MST@}Tjpc{cD*bdZ*cC$\7Fg%6yn]xPmRk}2PYX-%zKtewL4{qqvGBgJVBm)A[	64	02344	2004004458228}51940973\MS204737787T@}T2008051541jpc{c7191519D*bdZ	"22,448,200"	1LeX8	11-49-E7-60-93
140	1004003572214	125245	2047935	2008/06/30	"73,049.00"	Ba$@=Kd)X8xIvHWPpJn4u=zDaqbL(MfBau7Scc-{PRJ$tFzittV#idwkAYMre5%)	64	85828	1004003572214Ba$@=Kd)X125245028xIvHW204793533PpJn4u=zD2008063010aqb7304959L(MfBau7S	"15,344,870"	wYJc	02-88-DD-59
141	6004003775175	965658	1483168	2008/02/25	"89,690.00"	7]EJg{yvi3gkMB4Z67S*jK)9yc(z5XHN)j4nI+MFYZtZFxg2R7Eh=yI#W34jS@3Y	64	75313	60040037751757]EJg{yv96565889i3gkMB1483168404Z672008022555S*8969049jK)9	"17,306,473"	121Df	EE-13-87-6E-5B
142	5004005680275	226816	1483865	2007/12/25	"93,250.00"	nce5Iy@WA8h3R)FZAMk5Hi*Lk43{{A5Ec(AVQ+ER]$3TZfXCsFmZ6viJdg%D-4ik	64	27285	5004005680275nce226816355Iy@WA8h1483865573R)2007122563FZAMk5Hi*9325056Lk43{{	"16,325,274"	+HgQ	97-FC-43-45
143	2004009983573	642064	1484296	2007/11/30	"12,813.49"	j]thWt[atdETT-n{-6w=Y-8Qhuu+*LbH-L-Dpx%zG6GVNW_Mp]=7RI8CnWTG$Tsj	64	33702	2004009983573j]th64206464Wt[a148429650tdETT-n{2007113071-12813886w=	"24,181,088"	1SFbW	A6-D6-8F-34-11
144	8004004668020	537862	1484854	2008/05/12	"71,876.00"	Jtxmbq65tYYUg@qMrT$amY_ymMua{4CEw#7wdrz}dajEjLgJN_{CAkZ($a7VsGHX	64	81105	8004004668020Jtxmbq65t53786204YY148485402Ug2008051208@7187696qMrT$a	"27,729,324"	1fnsi	9A-47-91-80-AE
145	8004005749962	179223	1486244	2008/11/16	"84,976.00"	5x=V=idpHbQj}YxBNR)pTxIG(wtLmL@=%{}Z=wDn4KSEMFfav)Hgt8)_cerY(caF	64	92044	80040057499625x=V=idpHb17922380Qj}148624451Y2008111685xBNR)8497652pTxIG	"25,769,265"	1YJKn	57-A2-E0-50-84
146	3004002695120	18920	1486737	2008/07/04	"16,586.00"	wQjH+n{xqjk[=PT(ubZm-rHn+YfT]X8M*P73En#eb9XcwHQFq(-_XUfgy9iu534Z	64	84579	3004002695120wQjH+n{xq1892025jk[=P148673753T(ubZm2008070412-rHn+YfT1658656]X8M*P73En	"13,220,227"	oRc3	5C-AC-83-71
147	5004009762391	384796	0	2008/06/29	"61,002.00"	{*j]ay6Ms$r7@sMY2[f[hzfCcp3_iqigniIzXM#wLHVGKgtJ7F-}fC)XZj+4Xp+Q	64	64921	5004009762391{*j]ay638479667Ms$r7047@sMY2[f[hz2008062914fCc6100283p3	"15,920,489"	ykrf	22-ED-4D-34
148	6004009184819	863078	1488181	2008/03/08	"95,706.02"	s]Rps{6%WXd5_(4U6nXKry=ZBuFRJ8UxsuQmjP+CnkM5g4SCeDEfTzk+ne%{3Zv9	64	68831	6004009184819s]Rps{686307834%WXd5_(4U1488181406nXKry=ZB2008030880uFRJ95706468U	"18,429,172"	16JJq	DE-5D-89-82-2E
149	3004007034016	813350	0	2008/03/27	"74,696.00"	D3=7B7cF=q9fAjmHnMUYLr+@h=GraLujPIXKMg9EXgEtVg)qqwB8Nh+u#3wkRFxB	64	27850	3004007034016D3=813350007B7cF=q9047fAjmHnMUY2008032791Lr+@h=7469685G	"21,642,881"	1IZw1	0F-E4-6C-56-A4
150	6004008359124	585623	1488970	2007/12/29	"23,298.00"	}IfjqEyX_hXvh5T+]3RyZ[{BzmI{\iGnM*uQzwMZIwk6JfK#S3m5WEDv#yeqw$5D	64	08410	6004008359124}58562362IfjqEyX_h148897051Xvh5T2007122949+]23298013	"31,537,810"	1uJgI	FA-A5-DE-BB-E3
151	2004005485325	262885	1490432	2008/05/22	"24,630.00"	aFgCv32@t)bHrMc9TtvcqYZ557\)FNiyi*575)anuG#IbGt5n}5]BtCdKf2[QixM	64	85115	2004005485325aFgCv32@t26288590)bHrMc1490432989T2008052264tv2463067cqYZ55	"18,922,961"	18BtH	41-3E-F1-05-EA
152	2004004849371	784591	1490550	2008/08/06	"6,961.00"	{Z7_+GqvJ%QLU@FM3gCCVydUYUwSiNBIbD(UavNUjx_5n[3ixRnFiiGT=+JUcz}v	64	13062	2004004849371{Z784591997_+G149055066q2008080699vJ%QLU@696108FM3	"23,453,233"	1PTun	C1-87-C1-4E-3E
153	200400545254	156005	1490717	2008/06/05	"36,929.00"	aA=B(MNjyA+F%rf9XbJ}(fNNKwiQb-Phn#IAs8*b)AVhu)CmjZ\2KrJt#VZRCkCV	64	98405	200400545254aA=B(MNjyA15600508+F%rf9XbJ149071729}(fNN2008060520K3692963wiQb-P	"25,402,752"	1Wvs0	E6-E5-D4-48-B5
154	8004002498237	64597	1490821	2008/10/14	"35,872.00"	szbGYdc=Qt\+Zr-XA%-WHjHJ[eM4rXP=EPUAK}IhA9fzU_\Mx-qMci-jNvI9]*pb	64	43686	8004002498237szbGY6459708dc=Q149082188t\+Zr-X2008101480A%-WHjHJ[3587249eM4rXP=	"13,596,922"	ptZw	5F-E0-E5-20
155	3904006566024	744207	1491228	2007/04/22	"10,018.00"	gpArBY7v_$CZhSU}%+SBcZX}RuQUrRqes5u9g{8($b@V2$WDz=zJkeu-TZ6*yvIj	64	55537	3904006566024gpArBY744207387v_$CZ149122807hSU}%+2007042204SBcZ1001834X}RuQUrR	"14,450,953"	t849	9E-8E-45-74
156	2004006753910	384394	1491316	2007/09/02	"25,956.00"	DU]3X$]v{5X]%-HEW$q2Ld+R%Eh]\Q*I\gb3VQqsMPd=-@%WC=sr#6eBgc{XMv$]	64	87811	2004006753910DU]3X$]v{384394615X]%-HEW149131685$q2Ld+R%E2007090234h]2595651\Q	"20,473,780"	1E6Uq	9C-B2-B9-4B-1E
157	4004009677357	731990	1491352	2007/10/24	"13,197.60"	gj8x{rP6]7Zd*GQRNj)id6pZ6wda{U)i_gSJ4RNWf$$UGhr_WTfIayqkQjG(5En=	64	52275	4004009677357gj8x{r73199015P6]1491352427Zd2007102493*GQRNj)i1319821d6pZ6w	"16,099,308"	zQVi	56-2B-85-6A
158	3004002876470	516955	1491629	2008/03/18	"45,506.60"	dIqyXQKGuK_9d8zuSqKsmT(y3avCctVF3seyBBJKG(V\IHc5sp%C$P$esU[[3nUv	64	70530	3004002876470dIqyXQKG51695535u149162952K_9d8z2008031852uSqK4550713s	"30,012,099"	1oVB3	4A-03-46-7A-0A
159	8004004028482	853893	1491721	2008/03/31	"20,716.00"	$gdpr#hR+t9sLZ@Stt6XrCym%BJKmYHYjFLp%enyHy6GS2%7X@=ey$m{rw_NMyyU	64	49384	8004004028482$gdpr85389328#hR+t9sLZ@149172186Stt62008033127XrCym%BJK2071639mYHYj	"15,019,236"	vIpa	04-6E-01-8A
160	2904002231070	502349	1491938	2007/07/31	"29,083.00"	Br4v=k--fy-tp[hpQ$bkc(sd%h3P}$wv*rdU)SBg3(NC}-XBnv=@B%j9I54yhmjQ	64	33906	2904002231070Br4v50234968=k--149193876fy-tp[hpQ$2007073196b2908371kc(sd%h	"24,590,219"	1TpUB	5E-DF-99-AC-39
